1, Bachelors, Never-married
12865, Some-college, Never-married
12866, Masters, Married-civ-spouse
12867, HS-grad, Married-civ-spouse
12868, Bachelors, Married-civ-spouse
12869, Some-college, Divorced
12870, Some-college, Never-married
12871, 5th-6th, Married-civ-spouse
12872, Assoc-voc, Divorced
12873, HS-grad, Married-civ-spouse
12874, HS-grad, Never-married
12875, Masters, Married-civ-spouse
12876, Bachelors, Married-civ-spouse
12877, Some-college, Married-civ-spouse
12878, Assoc-acdm, Divorced
12879, Some-college, Married-civ-spouse
12880, Bachelors, Widowed
12881, HS-grad, Divorced
12882, 10th, Never-married
12883, Masters, Married-civ-spouse
12884, HS-grad, Divorced
12885, 12th, Married-civ-spouse
12886, Some-college, Married-civ-spouse
12887, HS-grad, Never-married
12888, HS-grad, Married-civ-spouse
12889, Assoc-voc, Married-civ-spouse
12890, Assoc-voc, Married-civ-spouse
12891, Some-college, Never-married
12892, 11th, Married-civ-spouse
12893, Assoc-acdm, Never-married
12894, Masters, Widowed
12895, HS-grad, Separated
12896, Masters, Married-civ-spouse
12897, Bachelors, Never-married
12898, Some-college, Never-married
12899, HS-grad, Married-civ-spouse
12900, Bachelors, Divorced
12901, HS-grad, Married-civ-spouse
12902, HS-grad, Never-married
12903, Bachelors, Never-married
12904, Bachelors, Married-civ-spouse
12905, HS-grad, Married-civ-spouse
12906, 11th, Divorced
12907, Bachelors, Married-civ-spouse
12908, 10th, Never-married
12909, 11th, Married-civ-spouse
12910, HS-grad, Widowed
12911, HS-grad, Divorced
12912, 10th, Never-married
12913, Masters, Married-civ-spouse
12914, Bachelors, Widowed
12915, HS-grad, Married-civ-spouse
12916, HS-grad, Never-married
12917, Some-college, Never-married
12918, Some-college, Married-civ-spouse
12919, Assoc-acdm, Married-civ-spouse
12920, 11th, Married-civ-spouse
12921, Some-college, Married-civ-spouse
12922, HS-grad, Never-married
12923, Some-college, Never-married
12924, HS-grad, Divorced
12925, Bachelors, Never-married
12926, 11th, Never-married
12927, 10th, Never-married
12928, HS-grad, Married-civ-spouse
12929, HS-grad, Divorced
12930, Bachelors, Never-married
12931, HS-grad, Married-civ-spouse
12932, HS-grad, Married-civ-spouse
12933, HS-grad, Married-civ-spouse
12934, Some-college, Married-civ-spouse
12935, HS-grad, Never-married
12936, HS-grad, Divorced
12937, HS-grad, Widowed
12938, Bachelors, Married-civ-spouse
12939, HS-grad, Divorced
12940, Some-college, Married-civ-spouse
12941, HS-grad, Separated
12942, 11th, Never-married
12943, Assoc-voc, Never-married
12944, Some-college, Married-civ-spouse
12945, HS-grad, Never-married
12946, Doctorate, Married-civ-spouse
12947, Some-college, Widowed
12948, Some-college, Never-married
12949, Masters, Married-civ-spouse
12950, HS-grad, Married-civ-spouse
12951, HS-grad, Never-married
12952, 10th, Never-married
12953, HS-grad, Married-civ-spouse
12954, Masters, Never-married
12955, HS-grad, Separated
12956, Some-college, Married-civ-spouse
12957, 11th, Never-married
12958, Some-college, Divorced
12959, HS-grad, Separated
12960, Some-college, Never-married
12961, Assoc-voc, Never-married
12962, Bachelors, Married-civ-spouse
12963, HS-grad, Married-civ-spouse
12964, Some-college, Never-married
12965, Doctorate, Married-civ-spouse
12966, HS-grad, Separated
12967, Bachelors, Never-married
12968, HS-grad, Divorced
12969, HS-grad, Never-married
12970, Some-college, Never-married
12971, Some-college, Married-civ-spouse
12972, 11th, Never-married
12973, Some-college, Never-married
12974, HS-grad, Never-married
12975, HS-grad, Married-civ-spouse
12976, 10th, Married-civ-spouse
12977, HS-grad, Divorced
12978, HS-grad, Married-civ-spouse
12979, Bachelors, Married-civ-spouse
12980, Assoc-voc, Married-civ-spouse
12981, HS-grad, Married-civ-spouse
12982, 10th, Never-married
12983, Bachelors, Married-civ-spouse
12984, Bachelors, Never-married
12985, HS-grad, Divorced
12986, HS-grad, Married-civ-spouse
12987, 10th, Married-civ-spouse
12988, Some-college, Never-married
12989, HS-grad, Divorced
12990, Assoc-acdm, Never-married
12991, HS-grad, Married-civ-spouse
12992, 10th, Married-civ-spouse
12993, Some-college, Never-married
12994, Assoc-voc, Married-civ-spouse
12995, Some-college, Married-civ-spouse
12996, Some-college, Never-married
12997, HS-grad, Divorced
12998, Some-college, Never-married
12999, Prof-school, Married-civ-spouse
13000, Bachelors, Married-civ-spouse
13001, Doctorate, Married-civ-spouse
13002, HS-grad, Widowed
13003, Bachelors, Never-married
13004, HS-grad, Widowed
13005, Some-college, Married-civ-spouse
13006, Prof-school, Married-civ-spouse
13007, HS-grad, Divorced
13008, HS-grad, Never-married
13009, HS-grad, Never-married
13010, 10th, Married-civ-spouse
13011, Masters, Married-civ-spouse
13012, Bachelors, Never-married
13013, Assoc-voc, Married-civ-spouse
13014, Assoc-acdm, Never-married
13015, HS-grad, Never-married
13016, Prof-school, Married-civ-spouse
13017, Prof-school, Separated
13018, Some-college, Divorced
13019, Some-college, Never-married
13020, HS-grad, Divorced
13021, 10th, Never-married
13022, HS-grad, Never-married
13023, 7th-8th, Divorced
13024, 12th, Married-civ-spouse
13025, 11th, Married-civ-spouse
13026, 5th-6th, Widowed
13027, Assoc-acdm, Married-civ-spouse
13028, Some-college, Married-civ-spouse
13029, HS-grad, Divorced
13030, HS-grad, Never-married
13031, HS-grad, Widowed
13032, Bachelors, Never-married
13033, Some-college, Never-married
13034, Bachelors, Married-civ-spouse
13035, HS-grad, Married-AF-spouse
13036, 12th, Married-civ-spouse
13037, Some-college, Divorced
13038, 7th-8th, Married-civ-spouse
13039, 9th, Married-civ-spouse
13040, HS-grad, Married-civ-spouse
13041, HS-grad, Married-civ-spouse
13042, HS-grad, Never-married
13043, Some-college, Married-civ-spouse
13044, 9th, Never-married
13045, HS-grad, Divorced
13046, HS-grad, Never-married
13047, Some-college, Married-civ-spouse
13048, Some-college, Never-married
13049, Bachelors, Never-married
13050, 12th, Never-married
13051, Some-college, Never-married
13052, HS-grad, Never-married
13053, Bachelors, Separated
13054, Masters, Never-married
13055, 11th, Never-married
13056, HS-grad, Divorced
13057, Masters, Never-married
13058, 9th, Never-married
13059, HS-grad, Married-civ-spouse
13060, HS-grad, Married-civ-spouse
13061, 9th, Married-civ-spouse
13062, 9th, Married-civ-spouse
13063, Bachelors, Never-married
13064, Some-college, Married-civ-spouse
13065, HS-grad, Married-civ-spouse
13066, Some-college, Married-civ-spouse
13067, HS-grad, Married-civ-spouse
13068, HS-grad, Married-civ-spouse
13069, 7th-8th, Married-civ-spouse
13070, Assoc-acdm, Married-civ-spouse
13071, Bachelors, Married-civ-spouse
13072, Some-college, Married-civ-spouse
13073, 12th, Never-married
13074, Bachelors, Never-married
13075, Bachelors, Married-civ-spouse
13076, HS-grad, Never-married
13077, HS-grad, Married-civ-spouse
13078, HS-grad, Married-civ-spouse
13079, 7th-8th, Married-civ-spouse
13080, HS-grad, Married-civ-spouse
13081, HS-grad, Never-married
13082, HS-grad, Married-civ-spouse
13083, Some-college, Never-married
13084, Bachelors, Divorced
13085, 1st-4th, Never-married
13086, HS-grad, Married-civ-spouse
13087, Some-college, Married-civ-spouse
13088, HS-grad, Divorced
13089, Assoc-voc, Never-married
13090, 7th-8th, Married-civ-spouse
13091, Assoc-voc, Divorced
13092, 11th, Never-married
13093, Bachelors, Married-civ-spouse
13094, Some-college, Married-civ-spouse
13095, Some-college, Never-married
13096, Masters, Married-civ-spouse
13097, Bachelors, Married-civ-spouse
13098, Bachelors, Never-married
13099, HS-grad, Married-civ-spouse
13100, Some-college, Married-civ-spouse
13101, Some-college, Married-civ-spouse
13102, 7th-8th, Widowed
13103, HS-grad, Divorced
13104, HS-grad, Married-civ-spouse
13105, 11th, Married-civ-spouse
13106, HS-grad, Married-civ-spouse
13107, HS-grad, Never-married
13108, Masters, Never-married
13109, HS-grad, Never-married
13110, Bachelors, Married-civ-spouse
13111, Some-college, Never-married
13112, Doctorate, Divorced
13113, Bachelors, Married-civ-spouse
13114, Bachelors, Divorced
13115, Bachelors, Married-civ-spouse
13116, HS-grad, Married-civ-spouse
13117, Masters, Married-civ-spouse
13118, HS-grad, Never-married
13119, Some-college, Never-married
13120, Some-college, Married-civ-spouse
13121, Masters, Married-civ-spouse
13122, Masters, Married-civ-spouse
13123, 5th-6th, Never-married
13124, Masters, Married-civ-spouse
13125, HS-grad, Never-married
13126, Assoc-acdm, Married-civ-spouse
13127, 10th, Married-civ-spouse
13128, Some-college, Never-married
13129, Bachelors, Married-civ-spouse
13130, 10th, Never-married
13131, Bachelors, Married-civ-spouse
13132, HS-grad, Widowed
13133, Masters, Married-civ-spouse
13134, HS-grad, Widowed
13135, Masters, Never-married
13136, Some-college, Never-married
13137, Some-college, Divorced
13138, Assoc-acdm, Married-civ-spouse
13139, Some-college, Married-civ-spouse
13140, Bachelors, Never-married
13141, Assoc-voc, Divorced
13142, 12th, Married-civ-spouse
13143, 5th-6th, Married-civ-spouse
13144, Bachelors, Never-married
13145, 11th, Married-civ-spouse
13146, Some-college, Never-married
13147, Bachelors, Married-civ-spouse
13148, Assoc-voc, Married-civ-spouse
13149, HS-grad, Married-civ-spouse
13150, HS-grad, Divorced
13151, HS-grad, Married-civ-spouse
13152, HS-grad, Divorced
13153, HS-grad, Divorced
13154, HS-grad, Never-married
13155, HS-grad, Married-civ-spouse
13156, 10th, Never-married
13157, 11th, Divorced
13158, HS-grad, Never-married
13159, Assoc-acdm, Never-married
13160, Some-college, Never-married
13161, Bachelors, Never-married
13162, Some-college, Married-civ-spouse
13163, Bachelors, Married-civ-spouse
13164, Prof-school, Married-civ-spouse
13165, Assoc-voc, Married-civ-spouse
13166, Assoc-voc, Married-civ-spouse
13167, Masters, Married-civ-spouse
13168, 11th, Never-married
13169, HS-grad, Never-married
13170, 7th-8th, Married-civ-spouse
13171, Masters, Divorced
13172, Some-college, Divorced
13173, Bachelors, Never-married
13174, Some-college, Divorced
13175, HS-grad, Married-civ-spouse
13176, HS-grad, Divorced
13177, HS-grad, Married-civ-spouse
13178, Some-college, Never-married
13179, Masters, Married-civ-spouse
13180, Some-college, Divorced
13181, Some-college, Married-civ-spouse
13182, Assoc-voc, Widowed
13183, HS-grad, Married-civ-spouse
13184, Some-college, Divorced
13185, HS-grad, Never-married
13186, HS-grad, Married-civ-spouse
13187, Bachelors, Married-civ-spouse
13188, HS-grad, Married-civ-spouse
13189, HS-grad, Never-married
13190, Some-college, Married-civ-spouse
13191, Assoc-voc, Married-civ-spouse
13192, Bachelors, Never-married
13193, Bachelors, Married-civ-spouse
13194, Some-college, Married-civ-spouse
13195, Assoc-voc, Married-civ-spouse
13196, Assoc-acdm, Married-civ-spouse
13197, Bachelors, Never-married
13198, Bachelors, Never-married
13199, HS-grad, Married-civ-spouse
13200, HS-grad, Married-civ-spouse
13201, Prof-school, Married-civ-spouse
13202, 9th, Never-married
13203, Bachelors, Married-civ-spouse
13204, HS-grad, Married-civ-spouse
13205, Bachelors, Married-civ-spouse
13206, Assoc-voc, Never-married
13207, Masters, Married-civ-spouse
13208, Bachelors, Married-civ-spouse
13209, Bachelors, Married-civ-spouse
13210, Bachelors, Married-civ-spouse
13211, Bachelors, Married-civ-spouse
13212, HS-grad, Married-spouse-absent
13213, HS-grad, Married-civ-spouse
13214, Bachelors, Separated
13215, Assoc-voc, Married-civ-spouse
13216, Bachelors, Never-married
13217, Bachelors, Never-married
13218, Some-college, Never-married
13219, 10th, Married-civ-spouse
13220, HS-grad, Widowed
13221, Some-college, Married-civ-spouse
13222, Some-college, Divorced
13223, Bachelors, Married-civ-spouse
13224, 5th-6th, Never-married
13225, Bachelors, Divorced
13226, Some-college, Married-civ-spouse
13227, HS-grad, Divorced
13228, 10th, Separated
13229, Bachelors, Married-civ-spouse
13230, Bachelors, Never-married
13231, HS-grad, Never-married
13232, Bachelors, Never-married
13233, 9th, Married-civ-spouse
13234, Masters, Married-civ-spouse
13235, Some-college, Married-civ-spouse
13236, Some-college, Divorced
13237, HS-grad, Married-civ-spouse
13238, 10th, Never-married
13239, Bachelors, Married-civ-spouse
13240, HS-grad, Never-married
13241, 12th, Never-married
13242, Bachelors, Married-civ-spouse
13243, Some-college, Never-married
13244, Some-college, Married-civ-spouse
13245, HS-grad, Divorced
13246, Masters, Married-civ-spouse
13247, 11th, Never-married
13248, Some-college, Divorced
13249, Preschool, Never-married
13250, HS-grad, Married-civ-spouse
13251, HS-grad, Divorced
13252, HS-grad, Married-civ-spouse
13253, Bachelors, Married-civ-spouse
13254, HS-grad, Separated
13255, HS-grad, Divorced
13256, 9th, Widowed
13257, HS-grad, Widowed
13258, HS-grad, Married-civ-spouse
13259, HS-grad, Never-married
13260, HS-grad, Divorced
13261, Some-college, Married-civ-spouse
13262, HS-grad, Never-married
13263, HS-grad, Married-civ-spouse
13264, HS-grad, Married-civ-spouse
13265, Some-college, Divorced
13266, HS-grad, Married-civ-spouse
13267, Some-college, Married-civ-spouse
13268, Some-college, Married-civ-spouse
13269, HS-grad, Never-married
13270, Bachelors, Married-civ-spouse
13271, Masters, Married-civ-spouse
13272, Bachelors, Never-married
13273, Bachelors, Married-civ-spouse
13274, Bachelors, Married-civ-spouse
13275, HS-grad, Married-civ-spouse
13276, Bachelors, Never-married
13277, Bachelors, Never-married
13278, HS-grad, Married-civ-spouse
13279, HS-grad, Married-civ-spouse
13280, Some-college, Divorced
13281, HS-grad, Never-married
13282, Some-college, Never-married
13283, Bachelors, Married-civ-spouse
13284, Some-college, Married-civ-spouse
13285, Some-college, Widowed
13286, HS-grad, Widowed
13287, 5th-6th, Never-married
13288, Prof-school, Married-civ-spouse
13289, HS-grad, Never-married
13290, Bachelors, Married-civ-spouse
13291, Bachelors, Married-civ-spouse
13292, Bachelors, Married-civ-spouse
13293, Masters, Never-married
13294, Bachelors, Married-civ-spouse
13295, Bachelors, Never-married
13296, 1st-4th, Married-civ-spouse
13297, HS-grad, Separated
13298, HS-grad, Married-civ-spouse
13299, Some-college, Married-civ-spouse
13300, HS-grad, Married-civ-spouse
13301, Assoc-acdm, Married-civ-spouse
13302, Some-college, Married-civ-spouse
13303, 5th-6th, Married-civ-spouse
13304, Some-college, Married-civ-spouse
13305, Bachelors, Married-civ-spouse
13306, Assoc-acdm, Never-married
13307, Bachelors, Never-married
13308, HS-grad, Never-married
13309, Some-college, Married-civ-spouse
13310, HS-grad, Separated
13311, Bachelors, Married-civ-spouse
13312, 11th, Married-civ-spouse
13313, HS-grad, Married-civ-spouse
13314, Bachelors, Married-civ-spouse
13315, HS-grad, Divorced
13316, HS-grad, Never-married
13317, Assoc-acdm, Divorced
13318, Some-college, Married-civ-spouse
13319, Bachelors, Never-married
13320, 10th, Never-married
13321, Some-college, Divorced
13322, HS-grad, Married-civ-spouse
13323, 10th, Never-married
13324, HS-grad, Never-married
13325, Some-college, Never-married
13326, Assoc-acdm, Married-civ-spouse
13327, Some-college, Married-civ-spouse
13328, HS-grad, Never-married
13329, Some-college, Divorced
13330, Some-college, Married-civ-spouse
13331, 1st-4th, Divorced
13332, Some-college, Married-civ-spouse
13333, HS-grad, Widowed
13334, Bachelors, Never-married
13335, Some-college, Divorced
13336, 11th, Married-civ-spouse
13337, Some-college, Married-civ-spouse
13338, HS-grad, Never-married
13339, Assoc-acdm, Married-civ-spouse
13340, Bachelors, Never-married
13341, Some-college, Married-civ-spouse
13342, HS-grad, Divorced
13343, Bachelors, Married-civ-spouse
13344, Bachelors, Married-civ-spouse
13345, 12th, Never-married
13346, HS-grad, Married-civ-spouse
13347, HS-grad, Married-civ-spouse
13348, HS-grad, Married-civ-spouse
13349, Some-college, Married-civ-spouse
13350, HS-grad, Married-civ-spouse
13351, Assoc-voc, Never-married
13352, Assoc-acdm, Married-civ-spouse
13353, Bachelors, Never-married
13354, HS-grad, Married-civ-spouse
13355, Some-college, Never-married
13356, Some-college, Never-married
13357, HS-grad, Divorced
13358, Some-college, Married-civ-spouse
13359, Some-college, Married-spouse-absent
13360, 10th, Married-civ-spouse
13361, Bachelors, Divorced
13362, Bachelors, Married-civ-spouse
13363, HS-grad, Divorced
13364, HS-grad, Never-married
13365, HS-grad, Divorced
13366, Some-college, Never-married
13367, HS-grad, Married-civ-spouse
13368, Bachelors, Married-spouse-absent
13369, Bachelors, Never-married
13370, HS-grad, Never-married
13371, Masters, Married-civ-spouse
13372, Some-college, Divorced
13373, HS-grad, Never-married
13374, Some-college, Never-married
13375, Some-college, Married-civ-spouse
13376, Bachelors, Never-married
13377, Masters, Divorced
13378, Bachelors, Divorced
13379, Masters, Divorced
13380, Bachelors, Never-married
13381, Assoc-voc, Married-civ-spouse
13382, Bachelors, Never-married
13383, Some-college, Never-married
13384, Bachelors, Married-civ-spouse
13385, Bachelors, Married-civ-spouse
13386, Bachelors, Married-civ-spouse
13387, HS-grad, Married-civ-spouse
13388, HS-grad, Married-civ-spouse
13389, Some-college, Married-civ-spouse
13390, Some-college, Married-civ-spouse
13391, Bachelors, Married-civ-spouse
13392, Some-college, Married-civ-spouse
13393, 10th, Married-civ-spouse
13394, Bachelors, Never-married
13395, Some-college, Married-civ-spouse
13396, Bachelors, Never-married
13397, 10th, Married-civ-spouse
13398, Masters, Divorced
13399, HS-grad, Married-civ-spouse
13400, HS-grad, Divorced
13401, HS-grad, Divorced
13402, HS-grad, Married-civ-spouse
13403, Bachelors, Divorced
13404, Some-college, Never-married
13405, HS-grad, Never-married
13406, HS-grad, Divorced
13407, Bachelors, Married-civ-spouse
13408, Some-college, Married-civ-spouse
13409, Assoc-acdm, Divorced
13410, Some-college, Never-married
13411, Assoc-voc, Married-civ-spouse
13412, Bachelors, Divorced
13413, HS-grad, Married-civ-spouse
13414, Masters, Married-civ-spouse
13415, Bachelors, Married-civ-spouse
13416, HS-grad, Married-civ-spouse
13417, Some-college, Married-civ-spouse
13418, 11th, Never-married
13419, Assoc-voc, Married-civ-spouse
13420, Bachelors, Married-civ-spouse
13421, HS-grad, Widowed
13422, Some-college, Divorced
13423, Bachelors, Married-civ-spouse
13424, Bachelors, Never-married
13425, Some-college, Never-married
13426, HS-grad, Married-civ-spouse
13427, Assoc-voc, Married-civ-spouse
13428, Bachelors, Married-civ-spouse
13429, HS-grad, Never-married
13430, Some-college, Never-married
13431, 12th, Never-married
13432, HS-grad, Married-civ-spouse
13433, HS-grad, Married-civ-spouse
13434, Some-college, Divorced
13435, Bachelors, Married-civ-spouse
13436, HS-grad, Never-married
13437, 9th, Divorced
13438, HS-grad, Never-married
13439, Bachelors, Never-married
13440, Some-college, Divorced
13441, Some-college, Never-married
13442, HS-grad, Never-married
13443, Some-college, Never-married
13444, Prof-school, Married-civ-spouse
13445, HS-grad, Married-civ-spouse
13446, HS-grad, Married-civ-spouse
13447, Bachelors, Never-married
13448, Some-college, Never-married
13449, HS-grad, Married-civ-spouse
13450, 9th, Married-civ-spouse
13451, Some-college, Never-married
13452, Doctorate, Married-civ-spouse
13453, Some-college, Never-married
13454, Bachelors, Never-married
13455, Masters, Divorced
13456, Some-college, Married-civ-spouse
13457, 7th-8th, Never-married
13458, HS-grad, Married-civ-spouse
13459, 7th-8th, Married-civ-spouse
13460, Some-college, Never-married
13461, Masters, Married-civ-spouse
13462, Some-college, Never-married
13463, HS-grad, Married-civ-spouse
13464, Bachelors, Married-civ-spouse
13465, Some-college, Divorced
13466, Bachelors, Never-married
13467, Doctorate, Married-civ-spouse
13468, HS-grad, Divorced
13469, Assoc-acdm, Never-married
13470, Some-college, Married-civ-spouse
13471, 7th-8th, Married-civ-spouse
13472, Some-college, Never-married
13473, 11th, Separated
13474, HS-grad, Married-civ-spouse
13475, HS-grad, Widowed
13476, Some-college, Never-married
13477, Assoc-acdm, Never-married
13478, Assoc-acdm, Never-married
13479, Some-college, Married-civ-spouse
13480, Masters, Separated
13481, 11th, Married-civ-spouse
13482, Some-college, Never-married
13483, HS-grad, Divorced
13484, Masters, Married-civ-spouse
13485, HS-grad, Married-civ-spouse
13486, HS-grad, Married-civ-spouse
13487, Some-college, Married-civ-spouse
13488, Masters, Never-married
13489, Assoc-voc, Never-married
13490, HS-grad, Divorced
13491, HS-grad, Never-married
13492, HS-grad, Never-married
13493, Bachelors, Never-married
13494, HS-grad, Married-civ-spouse
13495, Some-college, Never-married
13496, Bachelors, Married-civ-spouse
13497, Bachelors, Never-married
13498, Bachelors, Divorced
13499, Prof-school, Married-civ-spouse
13500, Bachelors, Married-civ-spouse
13501, HS-grad, Divorced
13502, Bachelors, Married-civ-spouse
13503, Assoc-voc, Married-civ-spouse
13504, Bachelors, Never-married
13505, 5th-6th, Married-civ-spouse
13506, Masters, Divorced
13507, Bachelors, Divorced
13508, HS-grad, Never-married
13509, Some-college, Divorced
13510, HS-grad, Married-civ-spouse
13511, Some-college, Married-civ-spouse
13512, Assoc-voc, Married-civ-spouse
13513, HS-grad, Widowed
13514, Some-college, Never-married
13515, Bachelors, Married-civ-spouse
13516, 11th, Never-married
13517, HS-grad, Married-civ-spouse
13518, Assoc-acdm, Married-civ-spouse
13519, HS-grad, Divorced
13520, HS-grad, Never-married
13521, HS-grad, Never-married
13522, Bachelors, Divorced
13523, Some-college, Never-married
13524, Prof-school, Married-civ-spouse
13525, HS-grad, Separated
13526, Some-college, Never-married
13527, Bachelors, Divorced
13528, HS-grad, Married-civ-spouse
13529, Bachelors, Married-civ-spouse
13530, HS-grad, Married-civ-spouse
13531, HS-grad, Separated
13532, HS-grad, Married-civ-spouse
13533, Assoc-voc, Divorced
13534, Masters, Married-civ-spouse
13535, HS-grad, Married-civ-spouse
13536, HS-grad, Married-civ-spouse
13537, 10th, Never-married
13538, HS-grad, Married-civ-spouse
13539, 10th, Never-married
13540, Bachelors, Married-civ-spouse
13541, Assoc-voc, Never-married
13542, 7th-8th, Never-married
13543, 1st-4th, Widowed
13544, Some-college, Married-civ-spouse
13545, Assoc-acdm, Married-civ-spouse
13546, Some-college, Separated
13547, Some-college, Never-married
13548, Masters, Married-civ-spouse
13549, Assoc-voc, Married-civ-spouse
13550, Prof-school, Married-civ-spouse
13551, HS-grad, Widowed
13552, Doctorate, Married-civ-spouse
13553, HS-grad, Never-married
13554, HS-grad, Never-married
13555, HS-grad, Married-civ-spouse
13556, Assoc-acdm, Married-civ-spouse
13557, Some-college, Divorced
13558, Bachelors, Married-civ-spouse
13559, Prof-school, Married-civ-spouse
13560, Bachelors, Never-married
13561, Bachelors, Never-married
13562, Bachelors, Married-civ-spouse
13563, HS-grad, Divorced
13564, Some-college, Divorced
13565, Some-college, Never-married
13566, Bachelors, Married-civ-spouse
13567, HS-grad, Married-civ-spouse
13568, Assoc-voc, Never-married
13569, HS-grad, Married-civ-spouse
13570, 12th, Never-married
13571, Masters, Never-married
13572, HS-grad, Married-civ-spouse
13573, HS-grad, Married-civ-spouse
13574, HS-grad, Never-married
13575, Some-college, Married-civ-spouse
13576, Some-college, Never-married
13577, HS-grad, Never-married
13578, Bachelors, Married-civ-spouse
13579, Some-college, Never-married
13580, Some-college, Divorced
13581, HS-grad, Married-civ-spouse
13582, Some-college, Widowed
13583, HS-grad, Married-civ-spouse
13584, Bachelors, Never-married
13585, HS-grad, Never-married
13586, HS-grad, Divorced
13587, 11th, Never-married
13588, 9th, Married-civ-spouse
13589, Assoc-voc, Never-married
13590, Some-college, Never-married
13591, Doctorate, Divorced
13592, Bachelors, Never-married
13593, Some-college, Never-married
13594, Bachelors, Married-civ-spouse
13595, Some-college, Married-civ-spouse
13596, Assoc-acdm, Never-married
13597, HS-grad, Divorced
13598, Bachelors, Married-civ-spouse
13599, Some-college, Married-civ-spouse
13600, Bachelors, Married-civ-spouse
13601, 1st-4th, Married-civ-spouse
13602, 9th, Never-married
13603, 9th, Separated
13604, HS-grad, Never-married
13605, HS-grad, Married-civ-spouse
13606, 11th, Divorced
13607, 11th, Never-married
13608, Some-college, Never-married
13609, 9th, Never-married
13610, 10th, Married-civ-spouse
13611, HS-grad, Married-civ-spouse
13612, Some-college, Married-civ-spouse
13613, HS-grad, Never-married
13614, Bachelors, Never-married
13615, Bachelors, Never-married
13616, 11th, Never-married
13617, Assoc-acdm, Married-civ-spouse
13618, 10th, Separated
13619, Assoc-voc, Never-married
13620, Some-college, Never-married
13621, HS-grad, Divorced
13622, HS-grad, Married-civ-spouse
13623, Bachelors, Married-civ-spouse
13624, HS-grad, Married-civ-spouse
13625, Bachelors, Never-married
13626, Prof-school, Married-civ-spouse
13627, 10th, Never-married
13628, HS-grad, Married-spouse-absent
13629, Bachelors, Never-married
13630, Some-college, Married-civ-spouse
13631, Some-college, Divorced
13632, Masters, Married-civ-spouse
13633, HS-grad, Married-civ-spouse
13634, HS-grad, Married-civ-spouse
13635, 12th, Married-civ-spouse
13636, Bachelors, Never-married
13637, 11th, Married-civ-spouse
13638, Assoc-voc, Married-civ-spouse
13639, HS-grad, Divorced
13640, 7th-8th, Married-civ-spouse
13641, Masters, Divorced
13642, Some-college, Married-civ-spouse
13643, Some-college, Never-married
13644, HS-grad, Separated
13645, Bachelors, Married-civ-spouse
13646, Some-college, Married-civ-spouse
13647, HS-grad, Married-civ-spouse
13648, HS-grad, Married-civ-spouse
13649, HS-grad, Divorced
13650, Some-college, Never-married
13651, Bachelors, Married-civ-spouse
13652, Bachelors, Married-civ-spouse
13653, HS-grad, Never-married
13654, Some-college, Married-civ-spouse
13655, Masters, Married-civ-spouse
13656, Bachelors, Married-civ-spouse
13657, HS-grad, Separated
13658, Some-college, Never-married
13659, 9th, Separated
13660, HS-grad, Widowed
13661, Masters, Married-civ-spouse
13662, Bachelors, Never-married
13663, HS-grad, Never-married
13664, Some-college, Never-married
13665, 1st-4th, Widowed
13666, Bachelors, Married-civ-spouse
13667, HS-grad, Separated
13668, Bachelors, Never-married
13669, 9th, Never-married
13670, HS-grad, Married-civ-spouse
13671, HS-grad, Married-civ-spouse
13672, Some-college, Divorced
13673, HS-grad, Never-married
13674, Some-college, Never-married
13675, HS-grad, Married-civ-spouse
13676, Assoc-acdm, Married-civ-spouse
13677, HS-grad, Never-married
13678, Some-college, Married-civ-spouse
13679, Bachelors, Never-married
13680, Some-college, Married-civ-spouse
13681, Bachelors, Married-civ-spouse
13682, HS-grad, Married-civ-spouse
13683, 1st-4th, Married-civ-spouse
13684, HS-grad, Married-civ-spouse
13685, Assoc-voc, Married-civ-spouse
13686, Bachelors, Never-married
13687, HS-grad, Married-civ-spouse
13688, Assoc-acdm, Married-civ-spouse
13689, HS-grad, Married-civ-spouse
13690, HS-grad, Never-married
13691, Bachelors, Never-married
13692, Bachelors, Married-civ-spouse
13693, Bachelors, Married-civ-spouse
13694, HS-grad, Never-married
13695, 5th-6th, Never-married
13696, Masters, Married-civ-spouse
13697, HS-grad, Married-civ-spouse
13698, HS-grad, Divorced
13699, Some-college, Married-civ-spouse
13700, HS-grad, Married-spouse-absent
13701, Bachelors, Never-married
13702, HS-grad, Divorced
13703, 12th, Never-married
13704, Some-college, Married-civ-spouse
13705, 11th, Married-civ-spouse
13706, Bachelors, Never-married
13707, 11th, Never-married
13708, Assoc-voc, Married-civ-spouse
13709, Some-college, Married-civ-spouse
13710, HS-grad, Married-civ-spouse
13711, HS-grad, Married-civ-spouse
13712, Some-college, Divorced
13713, HS-grad, Never-married
13714, Assoc-acdm, Married-civ-spouse
13715, Some-college, Married-civ-spouse
13716, HS-grad, Never-married
13717, Masters, Never-married
13718, HS-grad, Divorced
13719, Some-college, Never-married
13720, Some-college, Never-married
13721, HS-grad, Married-civ-spouse
13722, HS-grad, Divorced
13723, Bachelors, Married-civ-spouse
13724, Some-college, Married-civ-spouse
13725, Bachelors, Never-married
13726, HS-grad, Never-married
13727, Some-college, Widowed
13728, HS-grad, Married-civ-spouse
13729, HS-grad, Divorced
13730, Bachelors, Divorced
13731, HS-grad, Married-civ-spouse
13732, Some-college, Married-civ-spouse
13733, Some-college, Married-civ-spouse
